#------------------------
# Sample tomographic file
#------------------------
#orig_x orig_y orig_z end_x end_y end_z
5000 400 -600 8900 2200 0
#spacing_x spacing_y spacing_z
50 50 50
#nx ny nz
79 37 13
#vpmin vpmax vsmin vsmax rhomin rhomax
3374.2919181919 5322.2642012192 1948.1483472925 3072.8106692722 1547.8403294458 2441.4055968896
#model values
5000	400	-600	4970.120804775	2869.5005845418	2279.8719287959
5050	400	-600	4949.1174565677	2857.3742958004	2270.237365398
5100	400	-600	4928.1141083604	2845.2480070591	2260.6028020002
5150	400	-600	4907.1107601531	2833.1217183177	2250.9682386023
5200	400	-600	4886.1074119458	2820.9954295763	2241.3336752045
5250	400	-600	4865.1040637385	2808.869140835	2231.6991118067
5300	400	-600	4844.1007155312	2796.7428520936	2222.0645484088
5350	400	-600	4823.0973673239	2784.6165633522	2212.429985011
5400	400	-600	4802.0940191166	2772.4902746109	2202.7954216131
5450	400	-600	4781.0906709093	2760.3639858695	2193.1608582153
5500	400	-600	4760.087322702	2748.2376971281	2183.5262948175
5550	400	-600	4739.0839744947	2736.1114083868	2173.8917314196
5600	400	-600	4718.0806262875	2723.9851196454	2164.2571680218
5650	400	-600	4732.4456858275	2732.2787906378	2170.846644875
5700	400	-600	4746.8107453676	2740.5724616302	2177.4361217283
5750	400	-600	4761.1758049077	2748.8661326226	2184.0255985815
5800	400	-600	4828.4680785837	2787.7173449438	2214.8936140292
5850	400	-600	4895.7603522598	2826.5685572651	2245.761629477
5900	400	-600	4963.0526259358	2865.4197695863	2276.6296449247
5950	400	-600	4921.3868210097	2841.3640058963	2257.5168903714
6000	400	-600	4879.7210160837	2817.3082422062	2238.4041358182
6050	400	-600	4838.0552111576	2793.2524785161	2219.2913812649
6100	400	-600	4806.3178011309	2774.9288762938	2204.7329362986
6150	400	-600	4774.5803911042	2756.6052740715	2190.1744913322
6200	400	-600	4742.8429810776	2738.2816718493	2175.6160463659
6250	400	-600	4741.0260167292	2737.2326469936	2174.7825764813
6300	400	-600	4739.2090523807	2736.1836221379	2173.9491065967
6350	400	-600	4737.3920880323	2735.1345972822	2173.1156367121
6400	400	-600	4747.239450803	2740.8199748287	2177.6327755977
6450	400	-600	4757.0868135737	2746.5053523752	2182.1499144833
6500	400	-600	4766.9341763444	2752.1907299217	2186.667053369
6550	400	-600	4794.7884560281	2768.2724057952	2199.4442458845
6600	400	-600	4822.6427357119	2784.3540816686	2212.2214383999
6650	400	-600	4850.4970153956	2800.4357575421	2224.9986309154
6700	400	-600	4880.6921209361	2817.8689098542	2238.8495967597
6750	400	-600	4910.8872264766	2835.3020621662	2252.700562604
6800	400	-600	4941.0823320172	2852.7352144782	2266.5515284482
6850	400	-600	4914.402176135	2837.3314192977	2254.3129248326
6900	400	-600	4887.7220202529	2821.9276241171	2242.0743212169
6950	400	-600	4861.0418643708	2806.5238289365	2229.8357176013
7000	400	-600	4813.2799472911	2778.9484732536	2207.9265813262
7050	400	-600	4765.5180302115	2751.3731175706	2186.0174450511
7100	400	-600	4717.7561131319	2723.7977618877	2164.1083087761
7150	400	-600	4715.6290562917	2722.5697050485	2163.1325946292
7200	400	-600	4713.5019994516	2721.3416482092	2162.1568804824
7250	400	-600	4711.3749426115	2720.11359137	2161.1811663356
7300	400	-600	4703.8765590272	2715.7843975891	2157.7415408382
7350	400	-600	4696.3781754428	2711.4552038082	2154.3019153407
